episode_id,scene_id,family,expected_sample,floor,round,ceil,peak_sample,peak_minus_expected,onset_sample,onset_minus_expected,current_error,expected_error,earliest_error,early4_error,early8_error,early16_error,direct_to_peak_amp_ratio,direct_to_peak_energy_ratio
clsdoa_v1_pilot_005_ep_000086,replica.frl_apartment_0,Replica,378.1333763179704,378,378,379,370,-8.133376317970374,370,-8.133376317970374,2.9575586669421963e-06,0.0,0.0,0.0,0.0,0.01368740516211552,9.156563464784995e-05,8.383386429500206e-09
clsdoa_v1_pilot_005_ep_000087,replica.frl_apartment_2,Replica,90.51786899616965,90,91,91,83,-7.517868996169653,83,-7.517868996169653,2.831646840510158e-06,0.018188819184010274,0.01802983248436681,0.0,0.0,0.006247454575590623,2.1199135517235845e-05,4.4936068754886094e-10
clsdoa_v1_pilot_005_ep_000088,replica.frl_apartment_1,Replica,193.81863356162987,193,194,194,186,-7.818633561629866,186,-7.818633561629866,1.2924912925730985,0.0,0.014443274983536467,0.014443274983536467,0.013992205086916357,0.0,4.966315464116633e-05,2.4665547382340947e-09
clsdoa_v1_pilot_005_ep_000089,replica.hotel_0,Replica,186.89956470525013,186,187,187,179,-7.899564705250128,179,-7.899564705250128,0.21106035805613846,0.021749170977652246,0.0,0.006005773909190167,0.010840376038964364,0.0,4.686720058089122e-05,2.1955415263619216e-09
clsdoa_v1_pilot_005_ep_000090,replica.frl_apartment_3,Replica,315.74765158385844,315,316,316,437,121.25234841614156,407,91.25234841614156,37.25937095451469,87.0322966798662,29.38226263787844,29.382280993004617,29.762548467510857,31.401173210593583,6.300793842228813e-08,2.1168956361737644e-15
clsdoa_v1_pilot_005_ep_000091,replica.office_0,Replica,265.7303464704339,265,266,266,345,79.26965352956609,258,-7.730346470433915,20.227276052976322,0.0,0.0,0.0,0.0,0.0,6.561427289852872e-05,3.751302379839672e-09
clsdoa_v1_pilot_005_ep_000092,replica.room_0,Replica,155.56153288126754,155,156,156,148,-7.561532881267539,148,-7.561532881267539,0.9900398306692456,0.01817323117698013,0.0,0.023819839283027933,0.011405848344483228,0.014319105642097766,4.0483810153091326e-05,1.6386547674329677e-09
clsdoa_v1_pilot_005_ep_000093,replica.frl_apartment_4,Replica,87.20206067579288,87,87,88,80,-7.202060675792879,80,-7.202060675792879,3.585636642722261,0.0,0.0034482795118319504,0.009315068062306748,0.0,0.009315068062306748,3.308333543827757e-05,1.0946928918897925e-09
clsdoa_v1_pilot_005_ep_000094,replica.office_2,Replica,136.27096145773197,136,136,137,129,-7.270961457731971,129,-7.270961457731971,0.4711273187199048,0.026222804166622486,0.007101597688403032,0.020297404900876753,0.018360413497223796,0.0,5.443048939923756e-05,2.9632656328715257e-09
clsdoa_v1_pilot_005_ep_000095,replica.apartment_2,Replica,224.48638936584544,224,224,225,217,-7.48638936584544,217,-7.48638936584544,0.5057780409692211,0.01225670220106969,0.0,0.016570632629552964,0.0,0.0,9.116339060710743e-05,8.30977242571862e-09
